,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
30465,26953965,0,12,0,39,7,4,1,0
30466,51037916,1,30,0,39,5,0,1,0
30467,6503950,0,21,0,40,1,12,2,0
30468,17477908,1,14,1,250,30,3,10,338
30469,176245949,0,123,1,140,2,59,1,77
30470,66865625,0,90,0,60,2,12,1,0
30471,52763343,0,12,1,250,4,0,1,0
30472,58113598,1,28,1,200,3,0,1,0
30473,109327526,2,56,1,135,2,57,1,0
30474,4436365,2,31,1,120,3,2,1,180
30475,30436005,0,6,0,48,3,0,1,0
30476,156557516,2,25,1,200,1,54,2,338
30477,49523787,1,2,0,55,1,39,2,153
30478,34177401,0,70,1,86,1,154,2,311
30479,76939238,1,51,1,130,2,3,2,300
30480,12881634,0,6,1,112,3,43,1,29
30481,111262060,0,22,0,70,1,66,1,144
30482,17494958,1,27,1,275,5,6,3,0
30483,25096301,0,13,1,150,2,8,2,11
30484,5709606,1,28,1,175,3,24,1,0
30485,16347259,0,12,1,378,3,13,1,25
30486,43180601,1,8,1,150,12,0,1,0
30487,148564534,0,24,0,65,1,69,1,0
30488,176279414,4,127,1,85,2,83,1,329
30489,99270668,3,217,1,57,1,0,1,0
30490,60163700,1,2,0,46,14,12,4,0
30491,8994053,2,25,1,190,2,65,1,259
30492,76939238,1,51,0,70,3,1,2,358
30493,5252932,0,12,0,60,1,0,1,0
30494,157658093,1,45,1,125,3,3,1,0
30495,10284187,0,12,1,175,4,2,1,0
30496,335046,1,23,0,100,3,10,3,361
30497,17193773,1,11,1,245,60,12,1,13
30498,5225104,0,6,1,68,3,19,1,28
30499,4602029,0,12,1,85,6,7,1,0
30500,1746811,0,16,1,95,1,8,2,6
30501,176578851,1,43,0,110,5,6,1,0
30502,6787883,0,33,0,74,1,20,4,162
30503,15956611,1,4,0,53,21,2,2,61
30504,176591085,1,30,0,45,1,1,4,90
30505,1699871,0,21,0,125,3,1,3,1
30506,130858402,1,19,0,95,1,78,1,5
30507,2251176,0,21,0,45,3,17,1,16
30508,91511951,0,29,0,250,3,3,1,0
30509,19922549,1,60,1,300,3,24,1,32
30510,2485076,0,13,1,148,3,20,1,0
30511,55724558,2,25,0,55,4,2,5,89
30512,19789539,4,144,0,47,3,14,1,197
30513,99256824,1,2,1,250,30,0,1,0
30514,15798930,1,43,1,115,7,5,1,0
30515,3741154,0,21,0,55,2,1,1,0
30516,34177401,0,70,1,140,1,30,2,4
30517,175583687,4,42,1,240,1,22,3,1
30518,176651039,1,5,1,140,300,0,1,331
30519,176660539,2,63,0,120,1,3,1,322
30520,176663321,0,3,1,200,30,6,1,266
30521,128832652,0,21,2,50,1,0,1,0
30522,17105274,0,21,0,49,14,5,2,163
30523,12968185,0,13,1,175,2,0,1,0
30524,24648109,1,101,1,180,4,0,1,0
30525,176763105,2,46,0,70,1,41,1,67
30526,7918430,1,2,1,400,4,7,2,244
30527,176436884,1,52,1,199,2,69,1,112
30528,2801739,1,4,1,194,1,19,1,177
30529,170444830,1,14,1,500,30,2,1,179
30530,176809727,1,8,0,105,2,38,1,300
30531,176810211,1,8,0,70,1,1,1,0
30532,32130349,0,12,0,50,1,0,1,0
30533,133288905,1,1,1,187,3,12,3,6
30534,33153151,1,52,1,250,2,14,1,0
30535,51969502,1,19,0,53,3,1,1,0
30536,101736132,0,21,0,50,3,0,2,86
30537,26557574,0,29,1,100,5,1,1,0
30538,23220666,0,21,0,65,2,9,1,0
30539,173406651,1,23,0,110,2,29,2,117
30540,2515199,0,22,0,36,2,11,1,0
30541,176679165,2,162,0,40,1,78,2,69
30542,3717633,1,14,1,185,2,32,1,47
30543,6023250,0,12,1,175,2,4,1,27
30544,1772509,0,123,0,65,1,13,2,160
30545,91182678,0,15,0,42,2,10,1,10
30546,176890090,0,15,2,25,2,13,1,81
30547,18485718,0,15,0,72,2,16,1,0
30548,67768251,1,8,0,45,30,4,3,242
30549,270404,0,15,1,77,6,15,1,32
30550,176964342,1,8,0,120,2,4,1,0
30551,38672932,0,24,1,70,1,6,1,0
30552,176679165,2,162,0,35,1,78,2,75
30553,11243113,1,11,1,200,10,11,1,365
30554,52549310,2,49,0,70,2,6,1,0
30555,51088192,0,6,0,100,3,0,1,364
30556,172544686,1,8,0,179,1,4,4,270
30557,142765455,1,28,1,110,3,2,1,0
30558,133288905,1,1,1,374,3,11,3,3
30559,2653232,1,26,1,133,6,0,1,0
30560,177036542,0,6,1,175,2,44,1,285
30561,123453141,0,6,0,42,2,8,1,0
30562,176983812,1,23,0,350,10,2,1,87
30563,24771677,2,112,1,200,2,45,1,42
30564,177045672,0,21,0,65,3,4,1,342
30565,7849107,0,12,0,55,15,0,2,1
30566,32772480,0,24,1,150,3,10,2,187
30567,157845873,1,2,0,115,1,53,1,0
30568,175180318,1,7,2,75,1,59,6,362
30569,173362161,0,22,0,62,2,67,6,50
30570,177146433,1,4,0,139,1,6,1,0
30571,26584499,1,8,1,150,31,1,8,332
30572,24595687,0,3,0,75,7,1,1,0
30573,177157966,2,85,0,45,3,9,1,90
30574,20618692,1,30,0,90,1,32,1,5
30575,921431,2,49,1,113,2,51,1,41
30576,9638130,0,12,0,100,4,0,1,89
30577,8993896,0,13,1,186,4,2,2,22
30578,176793977,2,39,0,60,7,0,1,0
30579,82889379,4,65,0,34,1,122,4,5
30580,115151548,2,201,0,72,5,6,1,364
30581,107040079,0,15,0,42,4,36,2,292
30582,1590148,0,12,1,250,2,2,1,0
30583,177174475,1,1,1,120,1,8,17,267
30584,177174475,1,1,1,120,1,6,17,246
30585,177174475,1,1,1,107,1,0,17,208
30586,177174475,1,1,1,137,1,10,17,182
30587,177174475,1,1,1,163,1,11,17,221
30588,177174475,1,1,1,153,1,7,17,226
30589,177174475,1,1,1,120,1,3,17,257
30590,177174475,1,1,1,137,1,7,17,218
30591,177174475,1,1,1,120,1,3,17,200
30592,177174475,1,1,1,163,1,8,17,225
30593,177174475,1,1,1,153,1,4,17,216
30594,177174475,1,1,1,137,1,5,17,162
30595,177174475,1,1,1,120,1,7,17,232
30596,177174475,1,1,1,208,1,4,17,215
30597,177174475,1,1,1,153,1,7,17,234
30598,177174475,1,1,1,163,1,8,17,239
30599,29918034,0,16,1,110,30,25,1,125
30600,162586833,1,7,0,400,2,19,1,166
30601,130804,1,30,0,65,2,0,1,0
30602,2965556,4,92,1,360,2,8,1,71
30603,43264429,1,45,0,120,1,2,1,0
30604,2438,0,12,1,95,45,1,1,0
30605,19356927,0,21,0,50,1,80,1,57
30606,7168913,0,12,0,65,14,0,1,0
30607,177161276,4,204,2,26,1,10,1,312
30608,87786261,0,10,1,189,1,5,5,270
30609,129483977,0,12,0,60,2,0,1,0
30610,1420659,0,20,0,150,5,0,1,310
30611,177353847,1,19,1,400,4,8,4,161
30612,27245,1,1,0,90,2,15,1,0
30613,11186022,1,1,0,400,3,2,1,2
30614,80344984,1,2,1,245,3,28,1,272
30615,51429969,1,43,0,100,3,3,1,0
30616,90834217,0,6,1,125,2,53,1,215
30617,6238348,1,102,1,220,15,4,1,9
30618,319707,0,12,0,49,7,0,1,37
30619,10964365,2,44,0,55,3,13,1,83
30620,13788158,0,13,1,250,3,37,2,140
30621,7201216,1,68,0,110,1,69,1,176
30622,37286422,2,94,0,45,2,18,1,0
30623,22779744,2,103,0,100,1,0,1,0
30624,4810688,1,2,1,175,3,43,1,37
30625,27046912,1,2,0,81,4,41,2,28
30626,175180318,1,7,2,75,1,59,6,174
30627,159811367,0,6,2,37,30,3,10,342
30628,159811367,0,6,2,32,31,4,10,341
30629,170534355,1,11,1,200,5,54,1,242
30630,1006421,0,12,1,120,14,2,1,177
30631,3464870,0,6,1,150,3,11,1,2
30632,10440477,0,6,0,70,1,2,2,0
30633,5022499,0,20,0,40,1,0,1,0
30634,18882408,1,1,0,108,3,7,1,0
30635,8335684,1,18,1,91,1,2,3,0
30636,1327095,0,20,0,140,2,0,1,0
30637,12243051,1,43,1,212,29,0,96,332
30638,177562935,1,2,0,105,1,35,2,60
30639,177562935,1,2,0,147,1,3,2,57
30640,12243051,1,43,1,205,29,1,96,338
30641,10434360,1,23,1,92,2,12,1,0
30642,147721837,0,70,1,139,3,25,2,70
30643,17125526,2,56,0,100,2,1,1,0
30644,128416096,1,2,0,55,5,1,1,38
30645,153390633,1,9,1,80,1,73,1,183
30646,5192686,0,24,0,75,4,6,2,0
30647,161081229,4,177,0,40,2,80,2,291
30648,1581733,0,12,1,400,2,3,2,0
30649,12243051,1,43,1,205,29,2,96,10
30650,42741722,1,2,0,70,2,6,2,0
30651,145252418,1,4,0,80,1,47,3,178
30652,15603100,1,23,1,220,2,40,1,1
30653,12243051,1,43,1,215,29,0,96,343
30654,48911266,1,60,0,119,3,17,2,86
30655,177714844,0,22,0,44,30,1,1,0
30656,4112404,1,7,1,199,5,0,3,9
30657,3635762,1,2,1,190,5,0,1,0
30658,109874158,0,3,0,45,3,0,1,0
30659,177761074,2,25,0,60,1,1,1,326
30660,31665801,1,19,1,178,3,40,2,83
30661,23818330,0,29,1,750,7,0,1,0
30662,28752891,1,8,0,175,4,11,2,63
30663,10331194,0,6,0,49,5,0,1,0
30664,13963575,0,3,1,130,3,15,1,41
30665,127345864,0,54,1,135,2,26,4,29
30666,5832321,2,121,1,100,2,57,2,267
30667,116067987,2,56,1,325,2,2,2,365
30668,15681707,0,15,1,150,2,49,3,210
30669,83899060,0,22,1,100,4,20,1,328
30670,9223263,0,12,0,45,3,3,1,0
30671,142248429,0,12,0,75,6,25,1,84
30672,3734637,1,4,0,30,1,15,3,0
30673,6106609,0,21,0,130,2,30,1,290
30674,59860568,2,56,0,75,7,0,1,0
30675,75469247,0,15,1,105,1,39,1,38
30676,50003794,2,81,1,75,1,31,1,0
30677,85572162,1,8,1,150,3,42,1,3
30678,3447309,1,2,1,89,5,1,2,7
30679,8159536,4,72,0,57,1,6,3,220
30680,172544686,1,8,0,800,1,0,4,269
30681,178059867,2,37,0,50,1,63,3,156
30682,178062766,1,19,1,325,5,44,1,179
30683,124357,0,12,1,300,1,70,3,1
30684,172544686,1,8,0,219,1,0,4,269
30685,83824521,2,25,1,150,4,41,1,175
30686,1636933,1,7,1,99,30,55,1,63
30687,174838527,2,124,2,100,1,0,1,0
30688,36052067,1,4,1,250,2,17,1,47
30689,6854910,1,2,0,150,7,0,1,0
30690,477787,0,6,1,112,2,48,1,0
30691,6989615,1,11,1,175,3,18,1,175
30692,20447869,1,26,0,95,5,1,2,0
30693,3605048,0,6,1,100,2,25,1,65
30694,12243051,1,43,1,220,29,0,96,220
30695,12243051,1,43,1,227,29,0,96,267
30696,178123507,1,11,1,280,3,9,1,0
30697,6513281,0,12,1,750,5,2,2,178
30698,131829860,0,54,0,55,3,1,1,0
30699,2250865,1,27,1,165,2,0,1,0
30700,76104209,1,1,1,200,30,0,33,365
30701,76104209,1,1,1,159,30,0,33,364
30702,76104209,1,8,1,200,30,0,33,364
30703,105825171,1,2,0,93,1,2,1,0
30704,74033494,0,22,1,125,2,31,1,64
30705,6059542,1,2,0,100,5,0,1,364
30706,30736639,0,21,1,105,2,80,2,77
30707,105310740,0,6,1,99,30,0,3,341
30708,16851857,4,88,1,69,21,11,4,343
30709,178229322,4,72,0,47,5,61,1,130
30710,120010130,1,2,0,50,7,2,1,358
30711,109551284,1,8,0,120,5,9,2,0
30712,12243051,1,43,1,210,29,0,96,365
30713,1181486,0,21,1,84,9,1,1,0
30714,178237936,2,56,1,89,2,68,1,64
30715,178244787,0,20,0,90,1,13,2,0
30716,12243051,1,43,1,222,29,0,96,241
30717,178224519,1,28,1,100,30,0,8,320
30718,12243051,1,43,1,227,29,0,96,322
30719,17583134,0,12,1,220,3,9,1,0
30720,25939370,1,14,1,172,30,6,1,195
30721,176051903,0,12,1,550,5,3,1,38
30722,178266385,0,84,1,800,1,3,1,362
30723,178224519,1,28,1,162,30,0,8,327
30724,97262966,2,63,1,175,2,9,2,0
30725,161899037,2,37,1,149,2,28,7,63
30726,161899037,2,37,1,149,2,28,7,74
30727,25705033,0,12,1,190,2,1,1,0
30728,12089291,1,23,1,600,2,1,1,0
30729,18825679,0,12,0,96,2,9,1,0
30730,151084261,0,12,0,125,30,13,6,255
30731,20333472,1,28,1,166,2,2,1,0
30732,22288459,0,6,0,45,1,5,2,0
30733,83929557,0,29,0,75,2,7,1,17
30734,3734637,1,4,0,30,4,5,3,0
30735,45845050,2,83,0,70,5,3,1,189
30736,22866437,1,8,1,300,2,2,2,0
30737,1302843,0,6,1,200,3,28,1,25
30738,19909972,1,60,0,160,2,129,1,3
30739,137916804,1,30,1,300,4,31,1,286
30740,26921064,1,7,0,90,1,70,2,21
30741,154965091,1,7,1,375,2,22,4,77
30742,178507107,0,21,1,100,2,7,1,0
30743,37401126,0,54,0,50,2,35,4,296
30744,178520748,1,19,0,89,1,114,1,38
30745,113094141,1,2,0,60,1,77,1,132
30746,31427834,0,21,1,100,1,13,1,34
30747,178543960,0,20,0,65,30,3,10,341
30748,110965771,2,37,0,100,1,0,7,71
30749,176001804,0,24,1,125,2,68,1,290
30750,110965771,2,37,0,100,2,0,7,0
30751,178543960,0,20,2,35,30,3,10,365
30752,5962328,2,37,1,85,30,3,15,256
30753,16158622,0,12,0,86,2,34,1,156
30754,55339775,0,54,1,30,4,0,1,0
30755,40381599,1,8,0,600,1,0,1,199
30756,178473107,1,2,0,99,1,10,6,31
30757,4335164,1,30,1,50,1,12,1,0
30758,8662157,1,2,1,270,3,23,1,17
30759,178665352,2,83,1,195,3,23,1,302
30760,116839989,1,23,1,110,30,54,5,193
30761,178473107,1,2,0,80,1,11,6,0
30762,178675800,1,4,0,85,6,2,1,0
30763,26502283,1,19,1,125,1,14,1,0
30764,178654047,0,12,1,190,1,0,1,53
30765,21012470,0,21,0,75,1,20,1,89
30766,17129810,0,96,0,55,2,7,5,188
30767,178696800,0,15,0,35,1,45,1,28
30768,62127615,0,20,0,48,7,2,1,0
30769,4427689,1,7,0,129,5,94,2,110
30770,23255533,1,71,0,139,3,10,1,189
30771,4427689,1,7,0,129,5,97,2,114
30772,178743973,1,27,1,400,30,0,1,90
30773,791011,1,11,1,240,2,0,1,81
30774,3654624,0,6,1,85,5,28,1,32
30775,116839989,2,56,1,105,30,25,5,235
30776,28373054,0,12,1,600,3,14,1,167
30777,178636681,0,12,1,110,3,11,1,90
30778,14934881,0,12,1,280,6,6,1,11
30779,2793254,0,21,0,75,3,25,3,167
30780,7138847,0,6,0,50,2,1,3,0
30781,173230953,0,15,0,40,2,7,1,0
30782,34404232,2,56,0,60,1,24,1,0
30783,15784251,1,53,1,375,3,7,1,0
30784,101438864,1,8,0,30,1,89,2,94
30785,175507083,0,24,2,45,2,2,1,35
30786,178986313,0,6,1,100,1,91,1,79
30787,149073048,0,21,0,67,5,34,1,102
30788,72142281,1,19,1,200,1,29,1,176
30789,94219511,1,2,0,65,6,12,2,8
30790,148130073,3,179,1,110,2,69,1,19
30791,178303634,0,10,0,49,6,48,2,5
30792,151124394,1,2,0,39,30,2,1,0
30793,70307702,1,14,1,199,3,36,1,293
30794,179010070,2,31,0,65,3,23,1,354
30795,63417081,1,2,0,45,30,1,8,318
30796,13873488,1,7,1,196,3,7,1,0
30797,38615080,0,15,0,65,3,24,1,9
30798,12387523,0,6,0,47,2,27,1,272
30799,2478424,2,81,1,110,4,17,1,94
30800,90534522,1,5,1,240,3,6,1,0
30801,4113106,1,2,0,45,1,60,2,195
30802,5091423,0,54,1,225,3,1,1,26
30803,6527776,0,12,1,200,2,13,1,3
30804,9574706,0,33,0,45,5,2,1,0
30805,29100568,1,71,1,171,20,1,4,0
30806,179187831,1,14,1,70,1,0,1,364
30807,173386569,1,132,1,170,1,17,2,0
30808,25497297,2,25,1,125,2,10,1,8
30809,27703207,0,24,1,45,5,3,1,0
30810,16308520,1,77,1,150,3,8,1,66
30811,14476858,0,79,0,106,2,1,1,0
30812,64060155,0,10,0,80,10,0,1,0
30813,140057330,2,44,0,50,1,37,7,45
30814,140057330,2,44,0,50,1,22,7,59
30815,18768995,0,90,0,90,3,34,1,231
30816,154302755,0,6,0,60,2,42,5,324
30817,176246555,0,12,1,154,3,5,1,80
30818,179233527,1,8,0,80,2,22,1,0
30819,9808458,4,59,0,65,1,2,4,364
30820,9808458,4,59,0,65,2,0,4,365
30821,11274299,1,19,0,149,3,1,2,0
30822,37626695,0,12,0,66,10,1,1,0
30823,27615247,0,117,1,150,14,3,3,3
30824,152228055,1,64,1,2990,2,69,1,237
30825,21721684,0,21,1,69,3,64,2,219
30826,81510823,0,6,2,30,1,99,1,67
30827,178543960,0,20,0,65,30,2,10,341
30828,29326392,0,21,0,31,2,1,1,0
30829,6570552,0,6,1,120,5,2,1,301
30830,52443525,1,23,1,140,2,23,1,0
30831,3563802,0,16,0,55,2,2,1,0
30832,178059867,2,37,0,50,1,62,3,172
30833,13754273,0,12,0,60,2,6,1,0
30834,12243051,1,43,1,179,29,2,96,333
30835,179366206,2,56,0,45,30,5,1,101
30836,12243051,1,43,1,187,29,1,96,332
30837,179376942,1,30,0,50,2,2,1,0
30838,12243051,1,43,1,179,29,0,96,333
30839,10951481,0,12,1,249,2,62,5,32
30840,12243051,1,43,1,182,29,2,96,259
30841,179387087,0,6,0,40,2,20,3,3
30842,16597520,2,56,0,60,3,6,1,156
30843,146326976,2,56,0,50,3,33,1,282
30844,179397918,0,6,1,175,2,60,1,297
30845,8610441,0,34,1,195,2,60,1,258
30846,179387087,0,6,0,40,2,41,3,0
30847,179416315,4,66,0,60,2,7,2,156
30848,179442361,0,117,0,75,3,5,1,67
30849,2375125,0,54,0,40,2,1,1,0
30850,10132406,0,12,1,150,3,2,1,0
30851,26921064,1,7,1,115,2,0,2,0
30852,24033115,1,8,0,72,1,5,1,32
30853,23839989,0,6,1,95,4,4,1,9
30854,8685999,0,6,1,100,3,48,1,0
30855,479432,0,6,0,75,1,38,1,0
30856,15356183,1,11,1,250,2,5,1,0
30857,3201625,1,9,1,1000,1,2,1,365
30858,29099312,0,21,0,60,1,3,1,0
30859,175315624,1,11,1,163,7,7,1,0
30860,6438952,1,7,0,75,7,0,1,0
30861,179594570,0,21,0,48,4,1,1,0
30862,2776635,0,34,0,100,7,0,1,0
30863,23422026,0,6,1,125,3,0,1,125
30864,100238132,1,1,1,339,3,34,12,0
30865,20134221,0,22,0,40,3,10,1,0
30866,179619904,2,160,0,60,1,72,3,175
30867,100238132,1,1,1,339,3,34,12,0
30868,179619904,2,160,0,65,2,16,3,180
30869,100238132,1,1,1,269,3,5,12,0
30870,100238132,1,1,1,269,3,5,12,0
30871,100238132,1,1,1,269,3,5,12,0
30872,179634496,1,4,1,300,2,0,1,0
30873,43275413,1,1,1,180,2,18,1,4
30874,92696117,1,7,1,200,4,47,1,0
30875,1429710,1,1,2,63,1,18,1,56
30876,105699183,1,2,1,65,6,2,2,9
30877,179255065,1,7,1,300,1,118,1,28
30878,24288568,0,6,0,100,1,54,1,45
30879,1630247,0,16,1,95,2,9,1,0
30880,179677211,4,157,1,190,1,19,3,8
30881,1338262,0,38,1,300,7,1,3,224
30882,83967077,2,25,1,231,3,4,1,0
30883,179765779,0,6,1,125,3,80,1,269
30884,179778880,0,79,0,45,2,45,2,337
30885,20585393,1,8,0,64,1,4,1,0
30886,22710535,0,6,0,150,1,1,1,0
30887,17315514,0,79,0,50,7,1,2,0
30888,179789963,1,1,1,115,3,3,1,0
30889,39531110,0,67,0,29,2,1,1,0
30890,15654962,2,83,0,50,1,0,1,0
30891,132485563,1,28,0,105,5,2,2,342
30892,165257273,2,37,0,40,30,1,3,342
30893,165257273,2,37,0,50,30,5,3,296
30894,19472344,1,4,1,199,21,14,1,0
30895,179825270,2,37,0,49,1,53,1,341
30896,1966537,0,12,1,105,2,13,1,0
30897,1903663,0,6,0,50,3,5,2,365
30898,4162797,0,21,0,45,10,2,1,13
30899,6900478,0,20,0,95,1,9,2,54
30900,171198420,0,54,0,47,3,19,2,12
30901,5371388,1,18,1,100,1,3,1,5
30902,178543960,0,20,0,65,30,1,10,341
30903,14743478,1,7,0,105,3,42,1,286
30904,173362161,0,22,0,50,2,51,6,176
30905,282655,0,22,1,175,3,52,3,222
30906,17772042,0,113,1,195,3,0,1,0
30907,13020369,0,12,1,225,4,0,1,0
30908,179619904,2,160,0,75,1,124,3,160
30909,5628508,0,6,0,45,2,7,1,0
30910,80262218,1,28,1,125,30,5,3,283
30911,90878763,0,117,0,75,2,0,2,0
30912,37806504,0,21,0,60,3,50,1,85
30913,180005361,1,28,1,148,1,55,1,123
30914,180008916,0,6,1,50,1,21,2,0
30915,97964040,0,38,1,150,1,3,1,0
30916,18598201,1,19,1,1000,3,55,1,37
30917,15817123,0,79,1,135,5,56,3,10
30918,58390724,0,117,1,140,2,19,1,165
30919,10661558,1,28,0,159,1,67,4,0
30920,65059624,1,4,1,50,3,118,1,4
30921,121379512,4,99,0,44,20,0,2,0
30922,30021975,1,2,0,49,2,2,1,1
30923,180126576,1,19,1,600,5,70,3,6
30924,128785861,0,12,0,70,1,13,2,0
30925,19640594,1,101,1,295,75,0,1,55
30926,46498586,0,21,1,200,2,2,1,32
30927,180154611,0,100,0,49,2,16,3,346
30928,10606156,0,20,1,175,5,0,2,0
30929,17631089,0,6,0,45,6,2,1,0
30930,127437059,0,15,0,35,2,26,1,79
30931,180180858,0,6,1,180,5,7,1,35
30932,154266431,1,19,0,100,3,45,3,6
30933,180208872,0,100,1,155,1,82,1,302
30934,180212824,1,28,0,80,1,23,5,0
30935,180219381,1,4,0,70,2,73,1,260
30936,79298323,2,126,0,38,3,15,3,163
30937,157141199,1,18,0,70,5,5,2,90
30938,169166409,2,56,0,38,1,40,2,48
30939,32909393,1,8,0,75,2,70,1,1
30940,88394152,1,28,1,120,3,20,1,157
30941,25364341,1,8,1,200,3,1,1,16
30942,6111084,0,12,1,160,3,4,2,46
30943,105124052,2,183,0,28,1,35,1,43
30944,7988008,1,9,1,210,1,16,1,318
30945,180347935,2,61,2,37,1,0,1,0
30946,178303634,0,10,1,120,5,2,2,0
30947,15538912,0,15,1,77,3,3,1,0
30948,50698186,1,43,0,80,2,4,1,0
30949,3894475,0,16,1,150,2,0,3,0
30950,180379038,0,12,1,124,1,2,1,0
30951,180378787,0,21,0,30,3,1,1,0
30952,180380802,1,2,0,65,1,11,4,365
30953,180380802,1,2,0,65,1,4,4,365
30954,64194344,0,21,0,55,1,0,1,0
30955,180467103,1,2,1,90,7,1,1,24
30956,39865251,0,3,1,225,2,1,1,0
30957,82834850,2,25,0,48,6,2,1,0
30958,10218953,1,2,0,39,2,12,1,4
30959,4447548,0,6,1,88,2,8,1,18
30960,78441349,0,54,1,159,2,1,3,191
30961,68350188,0,21,1,99,4,10,1,0
30962,4841646,2,81,0,40,1,24,1,0
30963,20855056,2,49,0,35,4,5,1,0
30964,160325910,0,24,1,115,4,0,1,0
30965,180548427,1,1,1,620,4,38,1,309
30966,135510002,1,2,2,75,2,8,1,0
30967,303939,3,55,0,37,2,53,6,341
30968,44352618,1,27,1,200,2,37,1,8
30969,2373120,0,21,0,75,5,9,2,336
30970,15344412,3,104,0,50,1,38,3,88
30971,90629446,0,15,0,120,1,0,1,0
30972,64892392,1,19,1,95,3,5,1,5
30973,19202612,0,100,1,80,3,13,1,0
30974,53778891,2,116,0,50,2,20,1,334
30975,167098774,0,100,0,55,2,27,3,362
30976,180720187,1,30,0,48,3,3,1,0
30977,16275624,0,6,1,100,3,3,2,0
30978,180744564,0,82,1,99,1,36,1,350
30979,117675375,1,4,0,74,7,26,2,26
30980,14856361,0,21,0,65,1,59,1,43
30981,105315535,0,29,1,158,30,2,3,5
30982,9263105,3,185,0,40,30,1,2,71
30983,100965471,1,1,1,119,2,3,1,0
30984,180781689,2,62,1,325,1,61,2,129
30985,16962957,1,19,1,215,1,52,4,51
30986,15266695,0,76,1,120,7,0,2,232
30987,4094332,0,54,0,65,3,51,1,62
30988,20805,0,15,1,90,4,0,1,0
30989,111978355,2,81,1,230,2,30,2,51
30990,111978355,2,81,1,188,2,35,2,140
30991,31671247,1,4,1,140,2,17,1,7
30992,175019394,2,46,0,60,1,138,6,177
30993,51038,0,3,1,95,2,69,6,327
30994,180892493,1,52,0,100,1,1,1,0
30995,180897611,1,19,1,175,2,5,1,15
30996,18168381,0,6,0,45,3,7,1,0
30997,25096301,0,13,0,70,2,9,2,3
30998,40218949,1,4,0,60,1,35,1,94
30999,20154516,1,8,0,95,6,22,1,0
31000,49219601,0,75,1,70,1,2,1,0
31001,16094075,1,19,1,119,3,8,1,41
31002,32720219,0,12,0,120,4,10,2,8
31003,10828579,1,4,1,115,7,7,2,0
31004,154860771,1,28,1,125,1,21,1,25
31005,14795719,0,6,0,45,6,30,1,21
31006,180945232,1,7,0,89,3,9,1,32
31007,4365496,0,12,0,75,2,43,2,0
31008,12307951,1,77,1,240,3,9,1,17
31009,2496897,0,54,1,199,4,0,1,13
31010,23831257,0,6,0,40,7,6,2,216
31011,179382251,2,49,1,100,7,24,1,260
31012,56917612,0,21,0,60,1,16,1,21
31013,91427536,0,21,0,45,5,5,2,3
31014,143052745,4,98,0,50,1,33,4,75
31015,4181378,0,6,1,175,2,20,2,357
31016,180991373,2,37,0,60,1,38,5,0
31017,5044922,2,56,1,99,7,3,1,0
31018,139124384,0,12,0,70,20,26,1,0
31019,23989761,1,8,1,260,1,38,1,86
31020,161899037,2,37,1,159,2,39,7,61
31021,181108819,3,89,1,60,1,54,1,361
31022,81022597,1,45,1,100,3,0,1,0
31023,29127683,1,19,1,78,3,4,1,13
31024,22002554,0,21,1,180,7,3,1,1
31025,17132917,1,8,1,80,3,1,1,0
31026,16835514,0,12,1,250,3,16,1,41
31027,1583742,0,38,0,50,2,31,1,0
31028,35996743,0,38,1,118,2,3,1,0
31029,100128949,2,56,2,42,1,54,4,66
31030,21563231,1,2,0,69,3,7,1,172
31031,8185223,0,21,0,42,90,0,1,90
31032,4227606,1,1,0,100,3,13,2,0
31033,116482644,1,7,0,110,1,67,2,0
31034,22923979,0,6,1,155,2,13,1,53
31035,36576422,2,63,1,150,2,31,1,89
31036,181300842,1,52,1,119,2,12,1,0
31037,44292356,1,14,0,89,30,30,1,105
31038,19445501,1,28,1,399,2,20,1,78
31039,44303500,1,30,1,275,2,7,2,0
31040,50545016,0,15,1,150,21,1,1,0
31041,13460416,1,53,1,140,2,6,1,0
31042,181344112,1,26,1,199,2,8,1,0
31043,32434287,1,2,0,65,3,1,1,0
31044,47929235,1,4,0,100,7,68,1,77
31045,6523823,2,49,1,103,5,1,1,0
31046,181372846,1,53,1,649,3,38,1,199
31047,178833771,1,2,0,85,2,29,3,78
31048,106460468,4,59,0,79,3,45,4,59
31049,181397986,0,6,1,96,1,50,2,257
31050,156955078,0,12,0,70,2,41,1,14
31051,161441682,0,38,0,57,1,9,1,0
31052,18389214,1,165,0,274,3,3,1,238
31053,2163683,1,28,1,250,50,0,1,0
31054,10222758,0,6,0,90,3,54,1,69
31055,179436298,0,15,1,100,1,4,2,365
31056,22543458,1,26,1,412,1,69,4,133
31057,22543458,1,26,1,412,30,54,4,227
31058,22543458,1,26,1,412,30,69,4,234
31059,13899187,2,121,0,50,7,0,1,0
31060,656978,1,11,1,148,3,0,1,0
31061,179351232,0,6,1,120,2,6,1,334
31062,19303369,2,31,0,41,30,1,37,1
31063,178473107,1,2,0,70,1,16,6,32
31064,29582228,1,4,0,90,4,1,1,6
31065,178473107,1,2,0,99,1,22,6,45
31067,6568865,2,63,1,69,30,0,1,99
31068,11582560,1,2,0,54,5,22,1,5
31069,55948559,4,181,0,35,1,6,4,0
31070,14573346,0,21,0,39,7,1,1,0
31071,5740704,1,30,1,82,7,0,1,0
